,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
10181,small molecule,DB12160,Bucillamine,,0.52,,,223.31,66.4,54.7,22.09,4,3,4,3.97,-3.8,-1,0,1,1,,,,
10182,small molecule,DB12161,Deutetrabenazine,solid,3.23,-2.9,3.61e-01 g/l,323.466,38.77,91.31,36.83,4,4,0,18.26,7.33,1,3,1,1,,,,The half-life of total (α+β)-HTBZ from deutetrabenazine is approximately 9 to 10 hours [FDA Label].
10183,small molecule,DB12162,HX-1171,,4.6,-3.7,4.45e-02 g/l,236.355,29.46,72.7,29.37,6,2,1,10.75,-4.8,0,1,1,0,,,,
10184,small molecule,DB12163,Sarpogrelate,,3.57,-4.6,1.09e-02 g/l,429.513,85.3,117.35,46.89,14,6,1,3.78,8.15,0,2,1,1,,,,
10185,small molecule,DB12165,Presatovir,,3.1,-4.1,4.15e-02 g/l,532.06,125.93,150.41,55.64,4,7,2,5.05,9.83,0,5,1,0,,,,
10186,small molecule,DB12167,LY-3023414,,2.36,-3.7,8.83e-02 g/l,406.486,78.79,114.46,44.34,5,5,1,14.34,4.31,0,4,1,1,,,,
10187,small molecule,DB12168,MK-0557,,2.96,-4.5,1.30e-02 g/l,406.417,86.11,108.79,41.4,3,4,1,11.55,3.03,0,5,1,1,,,,
10188,biotech,DB12169,Tralokinumab,solid,,,,,,,,,,,,,,,,,147000.0,,,The half-life of tralokinumab is approximately 22 days.[L39287]
10189,small molecule,DB12170,Veledimex,,5.5,-5.9,5.01e-04 g/l,438.612,58.64,131.44,50.86,9,3,1,9.87,-2.4,0,2,1,0,,,,
10190,biotech,DB12171,ATU-027,,,,,,,,,,,,,,,,,,,,,
10191,small molecule,DB12172,Nimorazole,,-0.43,-1.4,9.58e+00 g/l,226.236,76.11,57.58,22,4,5,0,,5.99,0,2,1,1,,,,
10192,small molecule,DB12173,Diphencyprone,,3.72,-4.3,9.87e-03 g/l,206.244,17.07,64.42,22.74,2,1,0,,-8.3,0,3,1,1,,,,
10193,small molecule,DB12174,CUDC-101,,3.6,-5,4.76e-03 g/l,434.496,105.6,118.63,48.17,11,7,3,8.91,4.66,0,3,1,1,,,,
10194,small molecule,DB12176,Tricaprylin,,7.41,-6.9,6.36e-05 g/l,470.6823,78.9,130.87,57.31,26,3,0,,-6.6,0,0,0,0,,,,
10195,small molecule,DB12177,Eplivanserin,,3.48,-4.7,6.72e-03 g/l,328.387,45.06,95.4,36.1,7,4,1,9.47,7.81,1,2,1,1,,,,
10196,small molecule,DB12178,Telinavir,,2.39,-5.2,4.27e-03 g/l,604.752,166.75,167.15,66.35,14,6,5,13.59,0.59,0,3,0,0,,,,
10197,small molecule,DB12179,Secoisolariciresinol,,2.05,-4.5,1.20e-02 g/l,362.4168,99.38,99.29,38.56,9,6,4,9.96,-2.6,0,2,1,1,,,,
10198,small molecule,DB12180,Apitolisib,,1.52,,,498.601,133.83,146.11,53.98,5,10,2,13.47,6.76,0,5,1,1,,,,
10199,small molecule,DB12181,Dalcetrapib,,6.24,-6,3.92e-04 g/l,389.6,46.17,116.35,45.06,9,2,1,12.65,-1.9,0,2,1,0,,,,
10200,biotech,DB12182,Binetrakin,,,,,,,,,,,,,,,,,,,,,
10201,small molecule,DB12183,Sapitinib,,3.67,-4.3,2.18e-02 g/l,473.93,88.61,123.8,48.4,7,7,2,14.05,6.98,1,4,1,1,,,,
10202,small molecule,DB12184,Gepirone,,2.09,-2.5,1.09e+00 g/l,359.474,69.64,101.49,40.93,6,6,0,,7.62,1,3,1,1,,,,
10203,small molecule,DB12185,Exatecan,,1.67,-3.3,2.21e-01 g/l,435.455,105.75,115.8,45.45,1,5,2,11.71,9.52,1,6,1,1,,,,
10204,small molecule,DB12186,SRT-2104,,3.79,-4.3,2.64e-02 g/l,516.64,84.65,163.83,54.74,6,6,1,11.2,5.89,0,6,1,0,,,,
10205,small molecule,DB12187,Abacavir hydroxyacetate,,0.71,-2.6,9.17e-01 g/l,344.375,128.18,93.48,35.8,7,7,3,13.13,5.77,0,4,1,1,,,,
10206,small molecule,DB12188,Zicronapine,,5.1,-4.8,5.12e-03 g/l,354.92,6.48,106.74,41.06,2,2,0,,8.34,1,4,1,0,,,,
10207,biotech,DB12189,Etrolizumab,,,,,,,,,,,,,,,,,,,,,
10208,small molecule,DB12190,Faropenem,,0.24,-1.3,1.47e+01 g/l,285.316,87.07,69.26,28.16,3,5,2,4.16,-2.8,-1,3,1,1,,,,
10209,small molecule,DB12191,Obatoclax,,3.14,,,317.392,53.17,100.22,37.32,3,2,2,13.97,4.68,0,4,1,1,,,,
10210,small molecule,DB12192,Emeramide,,1.55,-3.7,5.64e-02 g/l,284.39,58.2,78.96,30.78,6,2,4,9.77,-0.64,0,1,1,1,,,,
10211,small molecule,DB12193,Ajulemic acid,,6.21,-5.5,1.25e-03 g/l,400.5509,66.76,116.68,47.46,7,4,2,4.07,-4.9,-1,3,1,0,,,,
10212,small molecule,DB12194,Atamestane,,3.28,-4.3,1.56e-02 g/l,298.426,34.14,88.98,34.42,0,2,0,18.79,-4.9,0,4,1,1,,,,
10213,small molecule,DB12195,VP-14637,,3.32,-3.9,6.49e-02 g/l,510.518,172.61,166.62,51.59,7,11,3,8.83,-0.96,0,5,0,0,,,,
10214,small molecule,DB12196,CP-866087,,3.1,-5.2,2.99e-03 g/l,426.58,69.64,119,47.98,5,4,2,9.73,10.4,1,5,1,1,,,,
10215,small molecule,DB12197,Auriclosene,,-1.1,-2,2.14e+00 g/l,222.08,57.61,44.71,18.44,3,4,1,-1.8,-8.4,-1,0,1,1,,,,
10216,small molecule,DB12198,Fosdagrocorat,,3.95,-5.9,7.37e-04 g/l,574.537,108.75,145.06,54.69,7,5,3,0.44,5.02,-2,5,1,0,,,,
10217,small molecule,DB12199,TRV-120027,,-4.2,,,926.09,355.05,249.73,95.99,26,15,13,3.4,11.75,1,3,0,0,,,,
10218,small molecule,DB12200,Tivantinib,,4.04,-4.7,7.45e-03 g/l,369.424,66.89,106.6,39.51,2,2,2,9.72,-8.6,0,6,1,1,,,,
10219,small molecule,DB12201,PF-03654746,,2.97,-3.9,4.36e-02 g/l,322.4,32.34,86.89,33.95,5,2,1,15.08,8.15,1,3,1,1,,,,
10220,biotech,DB12202,Zalutumumab,liquid,,,,,,,,,,,,,,,,,146641.0546,,,
10221,small molecule,DB12203,Tozadenant,,1.96,-3.6,1.11e-01 g/l,406.5,87.16,108.26,43.33,3,6,2,10.76,0.13,0,4,1,1,,,,
10222,small molecule,DB12204,Terbogrel,,2.66,,,405.502,110.4,128.67,44.61,8,7,3,3.52,6.82,-1,2,1,1,,,,
10223,biotech,DB12205,Ganitumab,,,,,,,,,,,,,,,,,,,,,
10224,small molecule,DB12206,N-6022,,3.2,-4.4,1.83e-02 g/l,414.4565,103.14,138.83,44.25,6,4,2,4.73,6.44,-1,4,1,1,,,,
10225,small molecule,DB12207,Verdinexor,,3.7,-5,4.40e-03 g/l,442.325,84.73,122.16,36.33,7,5,2,11.44,5.59,0,3,1,1,,,,
10226,small molecule,DB12208,Iron isomaltoside 1000,,,,,,,,,,,,,,,,,,,,,
10227,small molecule,DB12209,Tirasemtiv,,1.3,-3.2,1.42e-01 g/l,230.271,58.12,62.44,24.23,3,3,1,10.42,-2,0,2,1,1,,,,
10228,small molecule,DB12210,AZD-6280,,2.88,-4.4,1.42e-02 g/l,366.421,99.36,105.48,39.74,6,6,2,14.38,3.78,0,3,1,1,,,,
10229,small molecule,DB12211,PSI-697,,5.06,-5.2,2.20e-03 g/l,367.83,70.42,100.82,38.62,3,4,2,3.46,2.07,-1,4,1,0,,,,
10230,small molecule,DB12212,Landiolol,,0.44,-3.2,3.34e-01 g/l,509.6,127.82,131.29,56.5,14,8,3,14.04,8.79,1,3,0,0,,,,
10231,biotech,DB12213,Etaracizumab,,,,,,,,,,,,,,,,,,,,,
10232,small molecule,DB12214,Luseogliflozin,,2.57,-3.9,5.13e-02 g/l,434.55,99.38,117.91,47.57,7,6,4,12.85,-2.8,0,3,1,1,,,,
10233,small molecule,DB12216,Bergapten,,2.12,-3.2,1.48e-01 g/l,216.192,48.67,56.85,20.87,1,2,0,,-2.8,0,3,1,1,,,,
10234,small molecule,DB12218,Capivasertib,,1.31,,,428.915,120.16,116.97,44.79,6,6,4,13.03,8.33,2,4,1,1,,,,
10235,small molecule,DB12219,GSK-424887,,5.81,-6.1,3.31e-04 g/l,453.0,23.55,129.63,48.63,5,2,0,,8.54,1,4,1,0,,,,
10236,small molecule,DB12220,ORG-25935,,3.87,-4.6,9.24e-03 g/l,339.435,49.77,98.86,37.57,6,4,1,1.68,10.59,0,3,1,1,,,,
10237,small molecule,DB12221,Canrenone,,2.79,-4.9,4.20e-03 g/l,340.4559,43.37,97.48,38.67,0,2,0,,-4.8,0,5,1,1,,,,
10238,small molecule,DB12222,Lurtotecan,,1.66,-2.9,7.13e-01 g/l,518.57,104.67,140.04,56.18,3,8,1,11.71,7.86,1,7,1,0,,,,
10239,small molecule,DB12223,Squaric acid dibutyl ester,,2.8,-2.9,2.85e-01 g/l,226.272,52.6,62.04,25.79,8,4,0,,-4.8,0,1,1,1,,,,
10240,small molecule,DB12224,Oxothiazolidinecarboxylic acid,,-0.77,-0.52,4.43e+01 g/l,147.15,66.4,31.35,12.45,1,3,2,3.19,,-1,1,1,1,,,,
10241,small molecule,DB12225,Beclabuvir,,3.88,-5.2,4.24e-03 g/l,659.838,104.19,181.71,73.22,4,7,1,4.17,7.29,0,8,1,0,,,,
10242,small molecule,DB12226,Terameprocol,,5.77,-6.3,1.92e-04 g/l,358.478,36.92,104.55,41.9,9,4,0,,-4.3,0,2,1,0,,,,
10243,small molecule,DB12227,Tetulomab tetraxetan Lu-177,,-1.2,-3.7,1.40e-01 g/l,697.81,249.54,179.77,72.8,17,15,8,1.07,9.97,-3,2,0,0,,,,
10244,small molecule,DB12228,Telcagepant,,2.44,-3.8,9.36e-02 g/l,566.523,97.88,134.6,52.43,5,4,2,10.69,3.16,0,5,1,0,,,,
10245,small molecule,DB12229,Cerlapirdine,,3.4,-4.9,4.76e-03 g/l,409.5,75.29,115.72,43.36,7,5,1,9.13,7.83,1,4,1,1,,,,
10246,small molecule,DB12230,Bunazosin,,2.66,-2.8,5.84e-01 g/l,373.457,93.81,105.53,40.08,5,7,1,,7.26,1,3,1,1,,,,
10247,small molecule,DB12231,Temefos,,5.47,-6.5,1.45e-04 g/l,466.46,55.38,118.36,43.8,10,0,0,,,0,2,1,0,,,,
10248,small molecule,DB12232,KRN-7000,,8.69,-6.4,3.58e-04 g/l,858.3224,168.94,244.6,110.19,44,9,7,12.16,-1,0,1,0,0,,,,
10249,small molecule,DB12233,Iguratimod,,2.14,-3.8,6.71e-02 g/l,374.37,110.8,92.79,36.19,4,5,2,6.84,-3.7,-1,3,1,1,,,,
10250,small molecule,DB12234,BMS-214662,,2.86,-4.5,1.63e-02 g/l,489.612,93.09,133.55,50.71,5,5,1,12.61,6.61,0,5,1,1,,,,
10251,small molecule,DB12235,Estetrol,solid,1.67,,,304.3808,80.92,82.55,33.88,0,4,4,10.33,-3.3,0,4,1,1,,2.62,10.22±0.70,The elimination half-life of estetrol is approximately 27 hours.[L33174] Half-life may range between 19-40 hours.[A233679]
10252,small molecule,DB12236,Bexagliflozin,,2.33,-3.9,5.65e-02 g/l,464.94,108.61,118.44,49.38,9,7,4,12.57,-3,0,4,1,1,,,,
10253,small molecule,DB12237,GW-274150,,-2.6,-2.2,1.55e+00 g/l,219.3,99.2,67.65,24.11,7,5,4,2.15,12.6,1,0,1,1,,,,
10254,small molecule,DB12238,MK-0777,,3.36,-4.4,1.55e-02 g/l,395.442,83.02,141.52,41.31,6,6,0,,1.51,0,4,1,1,,,,
10255,small molecule,DB12239,Balicatib,,2.66,-3.5,1.42e-01 g/l,411.55,88.47,118.71,47.22,7,5,2,11.76,8.34,1,3,1,1,,,,
10256,biotech,DB12240,Polatuzumab vedotin,solid,,,,,,,,,,,,,,,,,149987.0,,,The antibody conjugated monomethyl auristatin E has a terminal half life of 12 days.[Label]
10257,small molecule,DB12241,TAK-733,,1.39,-3.8,7.05e-02 g/l,504.2267,105.47,116.63,40.93,5,6,3,10.5,0.08,0,3,1,0,,,,
10258,small molecule,DB12242,AZD-7762,,1.7,-4.3,1.85e-02 g/l,362.422,96.25,95.54,37.31,4,3,4,11.99,9.52,1,3,1,1,,,,
10259,small molecule,DB12243,Edaravone,solid,0.53,-2.3,9.39e-01 g/l,174.203,32.67,49.49,18.61,1,2,0,13.45,-1.5,0,2,1,1,,,7.0,The mean terminal elimination half-life of edaravone is 4.5 to 6 hours and the half-lives of its metabolites are 2 to 2.8 hours.
10260,small molecule,DB12244,CP-601927,,2.86,-3.6,5.48e-02 g/l,227.23,12.03,55.88,20.84,1,1,1,,9.86,1,3,1,1,,,,
10261,small molecule,DB12245,Triclabendazole,solid,5.5,-5.8,5.08e-04 g/l,359.65,37.91,87.86,34.02,3,1,1,10.46,4.54,0,3,1,0,,3.48,,"The plasma elimination half-life (t1/2) of triclabendazole, the sulfoxide and sulfone metabolites in human is about 8, 14, and 11 hours, respectively.[FDA label]"
10262,biotech,DB12246,Inclacumab,,,,,,,,,,,,,,,,,,,,,
10263,small molecule,DB12247,AZD-4547,,3.78,-4.3,2.17e-02 g/l,463.582,91.51,136.91,54.09,8,6,3,13.74,9.02,1,4,1,1,,,,
10264,small molecule,DB12248,Tulobuterol,,2.95,-2.8,3.66e-01 g/l,227.73,32.26,63.88,24.53,4,2,2,13.9,9.55,1,1,1,1,,,,
10265,biotech,DB12249,Stem bromelain,,,,,,,,,,,,,,,,,,,,,The estimated plasma half-life of stem bromelain is 6-9 hours [A32644].
10266,biotech,DB12250,Cixutumumab,,,,,,,,,,,,,,,,,,,,,148 h (3 mg/kg dose level) 209 h (6mg/kg dose level)
10267,small molecule,DB12251,Moxaverine,,5.01,-5.5,1.02e-03 g/l,307.393,31.35,91.81,35.02,5,3,0,,6.49,0,3,1,1,,,,
10268,small molecule,DB12252,PG-701,,0.45,-2.1,3.04e+00 g/l,376.405,104.35,88.59,37.8,1,6,2,12.07,-3.4,0,7,1,1,,,,
10269,small molecule,DB12253,GDC-0810,,6.36,-6.4,1.98e-04 g/l,446.91,65.98,135.99,46.2,6,3,2,3.87,1.63,-1,4,1,0,,,,
10270,small molecule,DB12254,ABT-751,,3.4,-4.1,3.23e-02 g/l,371.41,100.55,97.98,38.29,5,6,3,7.21,3.58,0,3,1,1,,,,
10271,small molecule,DB12255,Vadadustat,,2.53,-3.8,4.36e-02 g/l,306.7,99.52,75.51,29.63,4,5,3,3.12,1.15,-1,2,1,1,,,,
10272,biotech,DB12256,Bamosiran,,,,,,,,,,,,,,,,,,,,,
10273,small molecule,DB12257,Platinum,,0.03,,,195.084,0,0,1.78,0,0,0,,,0,0,1,1,,,,
10274,biotech,DB12258,Abicipar Pegol,,,,,,,,,,,,,,,,,,,,,
10275,small molecule,DB12259,CG-200745,,3.87,-4.9,4.93e-03 g/l,427.545,90.9,123.07,48.93,13,5,3,8.76,9.45,1,2,1,1,,,,
10276,small molecule,DB12260,Radiprodil,,2.9,-4.6,9.73e-03 g/l,397.406,87.74,106.14,39.05,4,4,2,9.51,-2,0,4,1,1,,,,
10277,biotech,DB12261,Ascrinvacumab,,,,,,,,,,,,,,,,,,,,,
10278,small molecule,DB12262,CRS-3123,,3.84,-5.5,1.54e-03 g/l,513.25,62.39,126.1,45.71,6,5,3,10.3,8.42,1,4,1,0,,,,
10279,small molecule,DB12263,Begacestat,,3.12,-3.2,2.30e-01 g/l,391.73,66.4,64.76,27.6,6,3,2,6.99,-2.8,-1,1,1,1,,,,
10280,small molecule,DB12264,Atevirdine,,2.93,-4,3.82e-02 g/l,379.464,73.49,112,42.8,5,5,2,14.5,6.88,1,4,1,1,,,,
10281,small molecule,DB12265,Fexinidazole,solid,2.28,-3.5,9.27e-02 g/l,279.31,70.19,72.64,28.53,5,4,0,,1.03,0,2,1,1,,,,"Fexinidazole, M1, and M2 have mean day 10 half-lives of 15 ± 6, 16 ± 6, and 23 ± 4 hours, respectively.[A237570, L35940]"
10282,small molecule,DB12266,Epofolate,,0.87,-5.3,7.37e-03 g/l,1569.74,597.15,398.92,159.26,38,30,17,2.52,11.91,-3,6,0,0,,,,
10283,small molecule,DB12267,Brigatinib,solid,5.11,-4.4,2.20e-02 g/l,584.1,85.86,164.77,64.1,8,9,2,12.88,8.54,1,5,1,0,,5.17,,The half-life of brigatinib at steady-state was 25 hours.[L1028]
10284,small molecule,DB12268,Carmegliptin,,0.72,-2.6,1.05e+00 g/l,377.453,68.03,100.49,39.93,4,5,1,,9.22,1,4,1,1,,,,
10285,small molecule,DB12269,PF-06273340,,1.58,-4.5,1.54e-02 g/l,479.93,148.91,128.93,48.88,7,8,3,12.34,6.05,0,4,1,1,,,,
10286,small molecule,DB12270,Losmapimod,,3.5,-5,3.93e-03 g/l,383.467,71.09,107.23,42.79,6,3,2,13.86,2.6,0,3,1,1,,,,
10287,small molecule,DB12271,ORE-1001,,1.64,-4.4,1.80e-02 g/l,428.31,104.45,106.2,42.39,10,6,3,2.48,10.15,-1,2,1,1,,,,
10288,small molecule,DB12272,Vidupiprant,,6.01,-6.6,1.45e-04 g/l,609.49,121.8,150.43,60.15,9,5,3,3.11,-0.83,-2,4,0,0,,,,
10289,small molecule,DB12273,Ecopipam,,4.28,-4.1,2.36e-02 g/l,313.83,23.47,91.6,34.7,0,2,1,7.5,8.52,1,4,1,1,,,,
10290,biotech,DB12274,Aducanumab,liquid,,,,,,,,,,,,,,,,,146000.0,,,The terminal half life of aducanumab is 24.8 days.[L34393]
10291,small molecule,DB12275,Seviteronel,,3.29,-3.9,4.63e-02 g/l,399.346,80.26,92.31,35.53,7,5,2,8,0.4,0,3,1,1,,,,
10292,small molecule,DB12276,Apomine,,5.53,-4.4,2.40e-02 g/l,562.665,91.29,151.23,61.56,14,3,1,10.75,-5.1,0,1,0,0,,,,
10293,small molecule,DB12277,Polihexanide,,,,,,,,,,,,,,,,,,,,,
10294,small molecule,DB12278,Propiverine,solid,4.16,-4.8,6.35e-03 g/l,367.4813,38.77,107.73,41.88,8,3,0,,8.72,1,3,1,1,,,,"In three studies including a total of 37 healthy volunteers mean elimination half-life was 14.1, 20.1 and
22.1 hours, respectively [L2315]. "
10295,small molecule,DB12279,OBP-801,,0.27,-2.9,6.37e-01 g/l,473.6,133.83,120.29,47.39,1,5,4,10.84,-2.2,0,2,1,1,,,,
10296,small molecule,DB12280,AZD-5423,,5.06,-5.8,8.20e-04 g/l,487.455,65.38,121,46.02,8,4,1,7.37,1.37,0,4,1,0,,,,
10297,biotech,DB12281,Luspatercept,solid,,,,,,,,,,,,,,,,,76000.0,,,The average half-life of luspatercept is approximately 11 days.[L9980]
10298,small molecule,DB12282,Defactinib,,2.39,-4.4,1.84e-02 g/l,510.5,142.1,123.28,46.05,8,9,3,12.63,4.03,0,3,1,0,,,,
10299,small molecule,DB12283,Balapiravir,,2.48,-3.8,8.75e-02 g/l,494.505,176.25,117.36,49.04,12,9,1,19.22,-0.23,0,2,1,1,,,,
10300,small molecule,DB12284,LY-2608204,,5.15,-5.8,9.32e-04 g/l,559.8,79.37,152.03,61.93,10,5,1,10.67,8,1,6,0,0,,,,
10301,small molecule,DB12285,Verubecestat,,1.83,-4,3.67e-02 g/l,409.41,117.75,98.8,38.39,3,6,2,11.55,5.68,0,3,1,1,,,,
10302,small molecule,DB12286,Simendan,,2.87,-3.4,1.26e-01 g/l,280.291,116.92,78.15,28.68,3,7,2,4.76,0.48,-1,2,1,1,,,,
10303,small molecule,DB12287,Talsaclidine,,1.02,-2.4,6.66e-01 g/l,165.236,12.47,48.56,18.86,2,2,0,,8.76,1,2,1,1,,,,
10304,small molecule,DB12288,Piromelatine,,2.04,-4.3,1.54e-02 g/l,312.325,80.42,86.88,32.54,5,4,2,14.72,-1.4,0,3,1,1,,,,
10305,small molecule,DB12289,Darexaban,,4.03,-4.2,2.91e-02 g/l,474.561,94.14,140.91,52.36,6,6,3,8.32,8.95,1,4,1,1,,,,
10306,small molecule,DB12290,Puerarin,,0.48,-2.6,1.08e+00 g/l,416.3781,156.91,102.82,40.36,3,9,6,6.03,-3,-1,4,1,0,,,,
10307,small molecule,DB12291,Tacedinaline,,1.51,-3.9,3.51e-02 g/l,269.304,84.22,81.15,29.02,3,3,3,13.48,3.24,0,2,1,1,,,,
10308,small molecule,DB12292,Barusiban,,1.37,-4.7,1.57e-02 g/l,830.06,270.94,220.2,86.06,14,9,9,11.74,9.9,1,3,0,0,,,,
10309,small molecule,DB12293,Nefopam,,3.16,-3.5,8.03e-02 g/l,253.345,12.47,78.48,29.09,1,2,0,,7.72,1,3,1,1,,,,
10310,biotech,DB12294,Anrukinzumab,,,,,,,,,,,,,,,,,,,,,
10311,small molecule,DB12295,Evodenoson,,0.65,-3.2,3.18e-01 g/l,499.528,177.95,123.5,52.12,7,9,4,12.39,2.97,0,5,1,1,,,,
10312,biotech,DB12296,GS-5745,,,,,,,,,,,,,,,,,,,,,
10313,small molecule,DB12297,GLPG-0187,,3.07,-4.6,1.65e-02 g/l,595.72,158.67,163.72,63.81,9,11,4,1.65,8.01,1,5,0,0,,,,
10314,small molecule,DB12298,5-(hydroxymethyl)-2-furaldehyde,,-0.17,-0.61,3.11e+01 g/l,126.11,50.44,31.73,12.03,2,2,1,13.65,-3.4,0,1,1,1,,,,
10315,small molecule,DB12299,Bavisant,,1.76,-2.1,2.46e+00 g/l,329.444,36.02,95.81,38.16,4,4,0,,7.11,1,4,1,1,,,,
10316,small molecule,DB12300,P-nitrobiphenyl,,3.83,-4.2,1.30e-02 g/l,199.209,45.82,58.52,20.49,2,2,0,,,0,2,1,1,,,,
10317,small molecule,DB12301,Doravirine,solid,3.51,-5.1,3.21e-03 g/l,425.749,98.03,96.41,36.06,5,5,1,9.66,-2.6,0,3,1,1,,,,The elimination half-life determined of doravirine is 15 hours.[L12729]
10318,small molecule,DB12302,CP-724714,,4.49,-5.3,2.23e-03 g/l,469.545,98.26,136.01,52.1,9,6,2,14.71,5.19,0,4,1,1,,,,
10319,small molecule,DB12303,Motolimod,,4.67,-5,4.85e-03 g/l,458.606,79,140.03,54.06,7,4,1,,7.93,1,4,1,1,,,,
10320,biotech,DB12304,Entolimod,,,,,,,,,,,,,,,,,,,,,
10321,small molecule,DB12305,Dasotraline,,4.92,-6.5,9.79e-05 g/l,292.2,26.02,80.97,30.28,1,1,1,,9.52,1,3,1,1,,,,
10322,small molecule,DB12306,Cipargamin,,4.03,-4.9,4.83e-03 g/l,390.24,56.92,100.65,37.98,0,2,3,12.26,6.58,0,5,1,1,,,,
10323,small molecule,DB12307,Foretinib,,4.78,-5.2,3.64e-03 g/l,632.6538,111.25,168.3,64.65,12,7,2,13.18,6.88,0,6,0,0,,,,
10324,small molecule,DB12308,Eltanolone,,4.28,-5.4,1.36e-03 g/l,318.501,37.3,92.91,38.36,1,2,1,18.3,-1.4,0,4,1,1,,,,
10325,small molecule,DB12309,GI-181771X,,3.35,-5.4,2.28e-03 g/l,605.651,139.36,166.97,61.49,8,6,3,2.77,-4.4,-2,5,1,0,,,,
10326,small molecule,DB12310,Trehalose,,-3,0.24,5.92e+02 g/l,342.2965,189.53,68.34,31.2,4,11,8,11.91,-3,0,2,0,0,,,,
10327,small molecule,DB12311,CP1-1189,,1.85,-3.1,1.77e-01 g/l,234.299,58.2,68.7,26.27,3,2,2,13.74,-0.84,0,1,1,1,,,,
10328,small molecule,DB12312,ORG-25435,,2.03,-3.6,1.04e-01 g/l,369.458,66.46,99.69,40.45,13,6,0,,6.27,0,1,1,1,,,,
10329,small molecule,DB12313,Dopexamine,,3.75,-5.2,2.43e-03 g/l,356.5017,64.52,108.83,43.77,13,4,4,10.71,10.14,2,2,1,1,,,,
10330,small molecule,DB12314,Chlorproguanil,,2.88,-3.6,8.08e-02 g/l,288.18,83.79,96.46,28.87,2,5,5,,10,2,1,1,1,,,,
10331,small molecule,DB12316,9CUAB30,,5.6,-5.3,1.57e-03 g/l,294.3875,37.3,94.7,33.81,4,2,1,4.78,,-1,2,1,1,,,,
10332,biotech,DB12317,Vanucizumab,,,,,,,,,,,,,,,,,,,,,
10333,small molecule,DB12318,BMS-599626,,2.69,-4.6,1.29e-02 g/l,530.564,119.63,166.66,55.74,8,8,3,12.24,7.49,1,6,1,0,,,,
10334,small molecule,DB12319,Benzbromarone,,5.52,-4.5,1.31e-02 g/l,424.083,50.44,92.37,35.65,3,2,1,5.11,-3.8,-1,3,1,0,,,,
10335,small molecule,DB12320,Palovarotene,,6.94,-6.1,3.44e-04 g/l,414.549,55.12,137.81,47.96,5,3,1,4.13,2.44,-1,4,1,0,,,,
10336,small molecule,DB12321,Ifetroban,,4,-4.5,1.46e-02 g/l,440.54,101.66,119.24,48.95,11,5,2,4.65,-2.2,-1,4,1,1,,,,
10337,small molecule,DB12322,GW-870086,,4.65,-4.8,8.40e-03 g/l,559.651,113.69,141.49,57.69,6,5,1,13.56,-3.4,0,5,1,0,,,,
10338,small molecule,DB12323,Radotinib,,3.77,-5.4,2.34e-03 g/l,530.515,110.51,150.32,52.47,7,7,2,12.22,6.29,0,5,1,0,,,,
10339,small molecule,DB12325,Idasanutlin,,5.75,-5.8,1.00e-03 g/l,616.49,111.45,156.9,60.11,8,6,3,3.91,7.1,0,4,1,0,,,,
10340,small molecule,DB12326,Antroquinonol,,5.21,-5,3.99e-03 g/l,390.564,55.76,120.07,46.93,10,4,1,13.51,-3.4,0,1,1,1,,,,
10341,small molecule,DB12327,Salvinorin A,,2.48,-3.7,8.00e-02 g/l,432.469,109.11,106,44.17,5,4,0,16.45,-2.9,0,4,1,1,,,,
10342,small molecule,DB12328,Cantharidin,,1.1,-1.1,1.66e+01 g/l,196.202,52.6,45.4,18.54,0,3,0,,-4.2,0,3,1,1,,,,Little pharmacodynamic and pharmacokinetic data regarding cantharidin in the human body currently exists; recruitment for First-Time-In-Human clinical trials regarding such information have been ongoing in 2018 [L2647]. There are however some studies regarding such data in animal models like beagle dogs [A32901].
10343,small molecule,DB12329,Eravacycline,solid,0.24,-2.8,8.38e-01 g/l,558.563,193.73,144.16,53.6,5,10,6,2.96,9,-1,5,0,0,,,,The mean elimination half-life is 20 hours [FDA label].
10344,biotech,DB12330,Blisibimod,,,,,,,,,,,,,,,,,,,,,
10345,biotech,DB12331,Labetuzumab govitecan,,,,,,,,,,,,,,,,,,,,,
10346,small molecule,DB12332,Rucaparib,solid,2.39,-4.4,1.14e-02 g/l,323.371,56.92,92.91,35.19,3,2,3,13.16,9.32,1,4,1,1,,,,"Following a single oral dose of 600mg rucaparib, the mean terminal half life (t1/2) was 17-19 hours [FDA Label]."
10347,small molecule,DB12333,Amcipatricin,,1.97,-4.4,5.54e-02 g/l,1282.577,367.14,351.43,141.95,17,21,13,11.74,8.55,2,4,0,0,,,,
10348,small molecule,DB12334,Milataxel,,2.99,-4.1,6.72e-02 g/l,853.915,243.66,210.07,86.24,16,10,4,11.42,-2.9,0,6,0,0,,,,
10349,biotech,DB12335,Tanezumab,,,,,,,,,,,,,,,,,,,,,
10350,small molecule,DB12336,GDC-0917,,2.99,-4.3,2.81e-02 g/l,564.71,129.46,171.74,61.29,9,6,3,9.92,8.58,1,5,1,0,,,,
